Title,Link,Views,Top Answer
Why is manganese(II) coloured although the transition should be spin-forbidden?,https://chemistry.stackexchange.com/questions/50436/why-is-manganeseii-coloured-although-the-transition-should-be-spin-forbidden,13k,"Selection rules
The intensity of the transition from a state $\mathrm{i}$ to a state $\mathrm{f}$ is governed by the transition dipole moment $\mu_{\mathrm{fi}}$ (strictly, it is proportional to $|\mu_{\mathrm{fi}}|^2$):
$$\iint \Psi_\mathrm{f}^*\hat{\mu}\Psi_\mathrm{i}\,\mathrm{d}\tau \,\mathrm{d}\omega \tag{1}$$
where $\mathrm{d}\tau$ is the usual volume element (representing integration over spatial coordinates) and $\omega$ is an additional spin coordinate (since the states $\Psi$ also specify the spin). For an electronic transition, $\hat{\mu}$ is the electric dipole moment operator, and only depends on the spatial coordinates $x$, $y$, and $z$. (I've also ignored the vibrational component i.e. the Franck-Condon factor since it's not really relevant for the purposes of this answer.)
Normally in determining selection rules, we are more interested in whether the integral in $(1)$ is zero or not. If the integral is zero, the transition is said to be forbidden. The usual way to determine whether it is zero is by using symmetry: if the integrand is antisymmetric under any symmetry operation, then the integral is zero. (It is exactly analogous to the integral of an odd function $f(x)$ over a symmetric region; for example, $\int_{-a}^a \sin x \,\mathrm{d}x = 0$.)
If we assume that both the initial and final states can be separated into spin and spatial components, then we get:
$$\iint (\psi_\mathrm{f}^\mathrm{spin}\psi_\mathrm{f}^\mathrm{space})\hat{\mu}(\psi_\mathrm{i}^\mathrm{spin}\psi_\mathrm{i}^\mathrm{space})\,\mathrm{d}\tau\,\mathrm{d}\omega$$
(I also dropped the complex conjugates - they aren't important.) Since $\hat{\mu}$ does not operate on the spin coordinate, we can separate this multiple integral:
$$\left(\int \psi_\mathrm{f}^\mathrm{spin} \psi_\mathrm{i}^\mathrm{spin} \,\mathrm{d}\omega\right) \left(\int \psi_\mathrm{f}^\mathrm{space} \hat{\mu} \psi_\mathrm{i}^\mathrm{space} \,\mathrm{d}\tau\right)$$
The first integral is nonzero if $\Delta S = 0$. The quantum number $S$ is related to the eigenvalue of a hermitian operator (the actual eigenvalue is $S(S+1)\hbar^2$), and eigenfunctions of a hermitian operator corresponding to different eigenvalues are necessarily orthogonal, making the integral identically zero if $\Delta S \neq 0$. This is the spin selection rule.
The second integral is nonzero if $\psi_\mathrm{f}^\mathrm{space}$ and $\psi_\mathrm{i}^\mathrm{space}$ have a different character under the inversion operation, i.e. one is gerade and another is ungerade. This is because $\hat{\mu}$ itself is ungerade, so for the integrand to be gerade, we need $\psi_\mathrm{f}^\mathrm{space}\psi_\mathrm{i}^\mathrm{space}$ to be ungerade ($\mathrm{u \otimes u = g}$). In turn this means that $\psi_\mathrm{f}^\mathrm{space}$ and $\psi_\mathrm{i}^\mathrm{space}$ must have different symmetry. This is the Laporte selection rule. It can be relaxed when the geometry is not perfectly octahedral, or tetrahedral for that matter, since inversion is no longer a symmetry operation. However, I digress.

Spin-orbit coupling
The problems arise because the total states are not separable into spin and spatial components. This occurs because both electron spin, as well as orbital angular momentum, are both angular momenta. They therefore interact with each other, and this is the spin-orbit coupling spoken of. Mathematically, it is treated as a perturbation to the Hamiltonian; the result is that the transition dipole moment cannot be separated into two integrals and this leads to the invalidation of the selection rules.
When considering spin-orbit coupling, the term symbols such as $^3\!F$, $^1\!D$, which imply a simultaneous eigenstate of the total spin operator $\hat{S}$ and the total orbital angular momentum operator $\hat{L}$ are no longer meaningful since both angular momenta are coupled to each other (by $\vec{j} = \vec{l} + \vec{s}$) and behave as one ""combined"" source of angular momentum. The quantities $S$ and $L$ are called ""nearly good"" quantum numbers: they are no longer strictly conserved, but the ""contamination"" of different quantum numbers is relatively small. Mathematically we could express this as an admixture of different spin states into the original wavefunction:
$$^3\!F_J = c(^3\!F) + c_1(^1\!F) + \cdots$$
where $^3\!F_J$ denotes a state with spin-orbit coupling (not an eigenstate of $\hat{S}$ and $\hat{L}$), and $(^3\!F)$ denotes the original $^3\!F$ state before spin-orbit coupling is considered (which is a true eigenstate of $\hat{S}$ and $\hat{L}$). If $c_i \neq 0$, then one obtains a non-zero transition dipole moment between ""states"" of nominally different $S$.
The fact that the selection rules are still a thing is solely because spin-orbit coupling is a small effect ($c_i$ close to 0), so the compounds behave ""almost"" as if they obey the selection rules. More properly, the transition dipole moment between states of different $S$ is small, and therefore the d-d bands in $\mathrm{d^5}$ spectra are extremely weak. The magnitude of spin-orbit coupling, however, does vary with $Z^4$ ($Z$ being the atomic number). Therefore, while spin-orbit coupling is rather small in the 3d series, it becomes an extremely important mechanism by which the spin selection rule in the the 4d and 5d congeners, as well as the f-block elements, is relaxed."
Is activation energy temperature-independent?,https://chemistry.stackexchange.com/questions/44327/is-activation-energy-temperature-independent,29k,"There is a simple (some might say simplistic) way to get an intuition about this and it involves thinking at the molecular or atomic level rather than about the bulk properties of the reaction (the thermodynamic view).
For a simple reaction where molecule A has to bang into molecule B to create molecule C, the reaction will only happen if the amount of energy involved in the collision is large enough. The amount of energy involved depends on the nature of the reaction which is determined by the electronic structures of A and B. Within limits, those electronic structures don't vary with temperature and a given reaction will only occur when there is enough energy in the collision for the reaction to happen. 
What changes with temperature isn't the energy required for the reaction to occur, it is the number of molecules that have enough energy to overcome the barrier. At higher temperatures more molecules have that energy, but the amount of energy required doesn't change. The amount of energy require to initiate the reaction is roughly equivalent to the activation energy. It can be calculated by looking at the way the overall rate of the reaction changes with temperature. So the rate of reaction changes with temperature but not the barrier to the reaction happening.
This view is a little simplified but it gives the right intuition about the problem."
What is the difference between an element and an atom?,https://chemistry.stackexchange.com/questions/36911/what-is-the-difference-between-an-element-and-an-atom,34k,"The wording in your quote is a bit unclear, I agree. A very nice definition is given by the Jefferson Lab page What is the simplest way of explaining what atoms, elements, compounds and mixtures are?
Atoms

are the smallest bits of ordinary matter

Whereas an element is

a substance that is made entirely from one type of atom

Atoms themselves can be 'broken down' into smaller sub-atomic particles (protons, neutrons and electrons) - the amounts of these (particularly the number of protons) define each element.
For example, in their un-ionised form, the element carbon is made entirely from carbon atoms, which have 6 protons and 6 electrons each, and cadmium atoms, which have 48 protons and 48 electrons, make up the element cadmium.
The amount of neutrons can vary with atoms of a particular element, forming isotopes, which (from the link):

For example, carbon-12, carbon-13 and carbon-14 are three isotopes of the element carbon with mass numbers 12, 13 and 14 respectively. The atomic number of carbon is 6, which means that every carbon atom has 6 protons, so that the neutron numbers of these isotopes are 6, 7 and 8 respectively.

Different arrangements of atoms of single elements can form allotropes, such as for carbon, with diamond and graphite (among others - shown below). They both are composed of atoms of the element carbon, but in different configurations.
Below are diagrams of the allotropes of carbon featured in the article Work Function Engineering of Graphene (Garg et al. 2014)"
Oxidation state of the sulfur atoms in the thiosulfate Ion,https://chemistry.stackexchange.com/questions/24928/oxidation-state-of-the-sulfur-atoms-in-the-thiosulfate-ion,42k,"According to Oxidation state of sulfur in thiosulfate and implications for anaerobic energy metabolism

according to the currently held view, the two sulfur atoms of thiosulfate exist in the oxidation state of sulfate (+6) and sulfide (−2) and do not change their respective oxidation states upon disproportionation. Our results based on XANES spectroscopy indicate that the two different sulfur atoms in thiosulfate have charge densities corresponding to +5 and −1 oxidation states 

and in Using X-ray absorption to probe sulfur oxidation states in complex molecules

the oxidation states were established for the outer and inner sulfur atoms of thiosulfate as −1 and +5, respectively. The revised values give a far better understanding of the role of thiosulfate as an energy substrate for bacteria because intra-molecular electron transfer, which generates metabolic energy with the production of sulfide and sulfate, cannot be envisaged with the previous view that the oxidation states were −2 and +6 for the outer and inner sulfur atoms of thiosulfate

Although both of the above articles are by the same author. 
On the other hand, Determination of Changes in Sulfur Oxidation States
in Prostate Cancer Cells

there is a difference between formal and apparent
  oxidation state received from XANES measurements, for
  example the apparent oxidation states of sulfur in thiosulfates,
  obtained from XANES data, are -1 and +5,
  while the formal ones are -2 and +6. Such a difference
  could occur due to the calibration curve which has been done
  on the basis of chemical compounds in which there are
  ionic bonds which isn't true in the case of thiosulfates.

However, it must be kept in mind that according to the current IUPAC definition, the oxidation state is not an actual property of a substance but instead a charge ""an atom might be imagined to have"", specifically: 

[Oxidation State] is defined as the charge an atom might be imagined to have when electrons are counted according to an agreed-upon set of rules: (l) the oxidation state of a free element (uncombined element) is zero; (2) for a simple (monatomic) ion, the oxidation state is equal to the net charge on the ion; (3) hydrogen has an oxidation state of 1 and oxygen has an oxidation state of -2 when they are present in most compounds. (Exceptions to this are that hydrogen has an oxidation state of -1 in hydrides of active metals, e.g. LiH, and oxygen has an oxidation state of -1 in peroxides, e.g. H2O2); (4) the algebraic sum of oxidation states of all atoms in a neutral molecule must be zero, while in ions the algebraic sum of the oxidation states of the constituent atoms must be equal to the charge on the ion. 

The current IUPAC definition of oxidation state doesn't specify how to apportion electrons of bonds between two atoms of the same element.  This causes various oxidation states to meet the IUPAC definition depending upon how one chooses to apportion the electrons of the S-S bond between the two S atoms.  Also, experimentally, the S-S is somewhere between a single bond and a double bond based on its length, so the number of electrons to be apportioned is also in question.  One could say the oxidation states are of the S atoms are -2, +6; -1, +5 or 0, +4 without contradicting the IUPAC definition.
In ""Expanded Definition of the Oxidation State"" there is a proposed addition to the definition:

Bonds between like atoms (having the same formal charge) are cleaved homolytically.

If an S=S double bond of thiosulfate is cleaved homolytically, 0 and +4 oxidation states result.
If an S-S single bond of thiosulfate is cleaved homolytically, -1 and +5 oxidation states result.
However, the article concludes 0 and +4 oxidation states even with the single bond, because when there is a single S-S bond the two S-S atoms do not have the same formal charge. They give both electrons from the S-S single bond to the central S. Below is Fig. 4 from the article:

The most recent (June 2014) information (and probably most authoritative) I can find is Toward a comprehensive definition of oxidation state (IUPAC Technical Report) Pure and Applied Chemistry. Volume 86, Pages 1017–1081
In this article, another definition of Oxidation State is proposed requiring 

Bonds between two atoms of the same element are divided equally.

with no exceptions for formal charges.  This clearly rules out the possibility of -2, +6 oxidation states for the S atoms in thiosulfate, but leaves ambiguity between-1, +5
 if the S-S bond is single and 0, +4 if the S=S bond is double.  
Specifically, concerning thiosulfate the article states:

Structural properties of sodium thiosulfate suggest that all its terminal atoms carry some of the anion
  charge. In other words, all form ionocovalent bonds to a cation. The calculated Mulliken charges (−1.4 for
  O and −1.1 for terminal S) confirm this but, being different, they suggest unequal SS and SO bond orders. The
  SS bond distance of 2.025 Å (202.5 pm) is shorter than the single bond of 2.055 Å (205.5 pm) in crystalline
  $\ce{S8}$ or 2.056 Å (205.6 pm) in the $\ce{H_2S_2}$ gas, but substantially longer than the double bond of 1.883 Å
  (188.3 pm) in $\ce{S2O}$ or 1.889 Å (188.9 pm) in $\ce{S2}$. Given this uncertain situation, the approach chosen
  here is to draw in Fig. 24 two limiting Lewis formulas. 

Then they proceed to draw two Lewis formulas, similar to above, one on the left with S-S single bond and -1 and +5 oxidation states for the sulfurs and one on the right with S=S double bond and 0 and +4 oxidation states for the sulfurs, and go on to say:

The result in Fig. 24 means that the individual OS of the two sulfur atoms in thiosulfate are ambiguous,
  and no formula in-between these two limits yields reasonable values. The formula on left provides an
  unusual yet not entirely illogical OS of −1 for the terminal sulfur, reminiscent of the oxygen OS in peroxides.
  The formula on right, while having an SS bond order that is too high, suggests OS values that at times
  are used...

The article also comments that:

A nominal OS is one that has been nominally adjusted against the generic OS definition in order to suit a specific purpose. That purpose may be...polarizing
  a homonuclear bond in thiosulfate to OS [of S] = +6 and −2 in order to emphasize the uniqueness of the central atom and similarity of all four ligands."
Hottest region of Bunsen flame,https://chemistry.stackexchange.com/questions/93844/hottest-region-of-bunsen-flame,28k,"The question itself is poorly written as given.
The diagram should have ""regions"" and ""points."" 

So what seems to be labeled ""Region 2"" and ""Region 4"" I would name as ""Point 2"" and  ""Point 3"" respectively. 
So the innermost conical area would be ""Region 1"", the next conical area would be ""Region 2"" and the third conical area would be ""Region 3.""
Region 1 is where the mostly unburned gas and oxygen mixture are pushing above the lip of the Bunsen Burner. Region 1 exists because the gas coming out of the tube is cool. If the air port is open and the gas flow is too low then the gas will start to burn down the tube and you'll get a ""strike back"" where the flame is either (1) blown out or (2) burns at the jet. If the gas flow is too great you can blow the burning region off contact with the upper tube. If you increase the gas flow even more then you can in fact blow the flame out.
Region 2 would be a reducing region within the flame. This region is hot and burns the fuel and oxygen coming out of the tube. 
Region 3 would be a oxidizing region of the flame. Here oxygen from ""outside air"" (oxygen which didn't come up the tube) is migrating into the flame to burn the excess fuel which is not bunt in region 2. 
You'd use the reducing and oxidizing regions when doing bead tests for identification.  
Point 2 would be the hottest part of the flame as shown by the composite image of a paperclip in the flame from the YouTube video."
Why is ligand substitution only partial with copper(II) ions and ammonia?,https://chemistry.stackexchange.com/questions/29126/why-is-ligand-substitution-only-partial-with-copperii-ions-and-ammonia,11k,"Metal ion complexes have stepwise stability constants:
\begin{align}
\ce{[Cu(H2O)6]^2+ + NH3 &<=>[$K_1$] [Cu(NH3)(H2O)5]^2+ + H2O}\\
\ce{[Cu(NH3)(H2O)5]^2+ + NH3 &<=>[$K_2$] [Cu(NH3)2(H2O)4]^2+ + H2O}\\
\ce{[Cu(NH3)2(H2O)4]^2+ + NH3 &<=>[$K_3$] [Cu(NH3)3(H2O)3]^2+ + H2O}\\
\ce{[Cu(NH3)3(H2O)3]^2+ + NH3 &<=>[$K_4$] [Cu(NH3)4(H2O)2]^2+ + H2O}\\
\ce{[Cu(NH3)4(H2O)2]^2+ + NH3 &<=>[$K_5$] [Cu(NH3)5(H2O)]^2+ + H2O}\\
\ce{[Cu(NH3)5(H2O)]^2+ + NH3 &<=>[$K_6$] [Cu(NH3)6]^2+ + H2O}\\
\end{align}
with
\begin{align}
K_1 &= \frac{{\left[ \ce{[Cu(NH3)(H2O)5]^2+} \right]}}{{\left[ \ce{[Cu(H2O)6]^2+} \right]\left[ \ce{NH3} \right]}}\\
K_2 &= \frac{{\left[ \ce{[Cu(NH3)2(H2O)4]^2+} \right]}}{{\left[ \ce{[Cu(NH3)(H2O)5]^2+} \right]\left[ \ce{NH3} \right]}}\\
K_3 &= \frac{{\left[ \ce{[Cu(NH3)3(H2O)3]^2+} \right]}}{{\left[ \ce{[Cu(NH3)2(H2O)4]^2+} \right]\left[ \ce{NH3} \right]}}\\
K_4 &= \frac{{\left[ \ce{[Cu(NH3)4(H2O)2]^2+} \right]}}{{\left[ \ce{[Cu(NH3)3(H2O)3]^2+} \right]\left[ \ce{NH3} \right]}}\\
K_5 &= \frac{{\left[ \ce{[Cu(NH3)5(H2O)]^2+} \right]}}{{\left[ \ce{[Cu(NH3)4(H2O)2]^2+} \right]\left[ \ce{NH3} \right]}}\\
K_6 &= \frac{{\left[ \ce{[Cu(NH3)6]^2+} \right]}}{{\left[ \ce{[Cu(NH3)5(H2O)]^2+} \right]\left[ \ce{NH3} \right]}}\\
\end{align}
The overall stability constant is:
$$K_\text{B} = \frac{{\left[ \ce{[Cu(NH3)6]^2+} \right]}}{{\left[ \ce{[Cu(H2O)6]^2+} \right]\left[ \ce{NH3} \right]^6}} = K_1 \cdot K_2 \cdot K_3 \cdot K_4 \cdot K_5 \cdot K_6$$
(In particular, note the exponent 6.)
Furthermore, usually $K_i/K_{i+1}>1$; thus, $K_1 > K_2 > K_3 > K_4 > K_5 > K_6$. Consequently, it gets more and more difficult to exchange further ligands.
Therefore, the predominating complex strongly depends on the concentration of $\ce{NH3}$.
And you probably work with dilute aqueous solutions.
Simply speaking, the missing $\ce{[Cu(NH3)6]^2+}$ in aqueous solution can be attributed to the high concentration of water which is competing with ammonia for the coordination sites."
Why are equilibrium constants unitless?,https://chemistry.stackexchange.com/questions/1137/why-are-equilibrium-constants-unitless,27k,"This source explains it well. It looks like part of class material, but it clearly explains the dimensionlessness of $K_{eq}$.

The resolution of this apparent paradox is that the above equation, while perfectly satisfactory for everyday use, is not technically correct.  A more correct version is:
$$K_{eq} = \frac{\frac{\lvert B \rvert_{eq}}{\lvert B \rvert_{ss}} \frac{\lvert C \rvert_{eq}}{\lvert C \rvert_{ss}}}{\frac{\lvert A\rvert_{eq}}{\lvert A\rvert_{ss}}}$$
where the ""ss"" subscripts refer to the concentration of that species in the standard state.  (By this definition, Keq is always unitless.)

It then goes on to state:

Strictly speaking, division by the standard state concentrations is also necessary in every thermodynamics equation in which you take the log of a concentration product, otherwise the units don’t come out right.)  We will NEVER use this ""correct"" version of the equation in this class (well, never except in one problem on this week’s problem set...), and $K_{eq}$ for a reaction with unequal numbers of reactants and products is ALWAYS given with units,
even in published papers.

[1] http://www.bio.brandeis.edu/classes/archives/biochem102/102-02stand.pdf"
A monocyclic 6 carbon ring with 6 double bonds,https://chemistry.stackexchange.com/questions/33497/a-monocyclic-6-carbon-ring-with-6-double-bonds,12k,"There are several monocyclic $\ce{C6}$ isomers.  Three of them are pictured below


A - the compound you've drawn above, cyclohexahexaene
B - cyclohexatriyne
C - cyclohexa-2,5-diyne-bis-1,4-ylidene

While all of the carbons in these molecules are (more or less) $\ce{sp}$ hybridized, the molecules are different from one another due to differences in bond lengths and bond angles.  For example, all of the bonds in A are exactly the same length due to symmetry, whereas the triple bonds in B will be shorter than the adjacent single bonds.  Therefore, A-C are isomers, not resonance structures.
Ideally the atoms attached to an $\ce{sp}$ hybridized carbon form a linear arrangement (180° bond angle) with the central $\ce{sp}$ carbon, acetylene and the central carbon in allene serve as examples.

(image source)

(image source)
However in the cyclic $\ce{C6}$ compounds A-C, the $\ce{sp}$ hybridized carbons are forced by the ring to deviate from the desired 180° arrangement to something down around 120°.  Therefore, quite a bit of angle strain is incorporated into A-C making them extremely strained and unavailable through laboratory preparation to date.
As mentioned above, A-C have different bond lengths and bond angles therefore they are isomers, not resonance structures.  A fascinating question is, 

Do A-C each sit in a potential well, separated from one another by an energy barrier and if so, which one is the most stable (energy minimum)?

or 

Is there another monocyclic species lower in energy than A-C? Perhaps a molecule that could be described by resonance structures A'-C', where the prime denotes that all of the bond lengths and angles have been adjusted and made equal in A, B and C."
Which carbons in pyrrole have the highest electron density?,https://chemistry.stackexchange.com/questions/64418/which-carbons-in-pyrrole-have-the-highest-electron-density,13k,"Interesting question, more subtle than I realized! 
Theoretical approach: I would turn to resonance and induction as the rationale for electronic properties. I think all of your resonance forms may contribute about equally to the resonance hybrid. This suggests that all four carbons would share roughly the same amount of electron density. However, we must also consider the inductive effect of the nitrogen atom, which draws some electron density away from C2 and C5 through the sigma bonds. This would imply that the two proximal carbons (closest to N) are more electron-deficient, and the distal (more distant) pair of carbons are more electron-rich.
Experimental considerations: Orthocresol has a good point that pyrroles are observed to form bonds with electrophiles at the proximal carbons (2/5). However, I think this trend may be due to the superior stability of the intermediate produced by that pathway (3 significant resonance forms) versus a distal (3/4) attack (2 significant forms). The cation from a proximal attack is better stabilized by resonance than the distal-attack cation. I expect that pyrrole forming C2 bonds with electrophiles has more to do with the stability of the intermediate of that pathway than necessarily greater electron density on C2. What I did not expect, but read on Wikipedia, is this: 

Unlike furan and thiophene, [pyrrole] has a dipole in which the positive end lies on the side of the heteroatom, with a dipole moment of $1.58\ \mathrm{D}$.

This is experimental evidence demonstrating that the electron density is lower on the proximal side (C2,5) and greater on the distal side (C3,4). Besides molecular modeling of the electron density clouds, I think the molecular dipole moment is about the most conclusive evidence one can hope for.
It really comes down to the context: in an undergrad first-semester course, you might be expected to say the distal carbons have more density because the nitrogen withdraws from the proximal carbons. In more advanced courses, you might take orthocresol's perspective and base your answer in reactivity, concluding the proximal have more electron density. But I expect a doctorate researcher would probably conduct molecular modeling and compute the electron distributions using quantum mechanics, and perhaps conduct a few experiments to measure the dipole. And at that level, I think C3 and C4 have the honey."
Why formulate drugs as HCl salts when HCl is in stomach acid?,https://chemistry.stackexchange.com/questions/20309/why-formulate-drugs-as-hcl-salts-when-hcl-is-in-stomach-acid,21k,"Another reason is that many drugs which are conjugated to hydrochloride salts is they are amines, and amines by themselves often stink. So people might be turned off from taking drugs that smell terrible (fishy). 
Now, note that even though a label might say something such as ""fexofenadine HCl"" that doesn't mean there is HCl in the drug. Fexofenadine is an amine, and amines are somewhat basic - and more than basic enough for a strong acid such as HCl to completely protonate. 
So if this is what you had in mind for the structure of fexofenadine, it isn't the most correct structure:

This would be a much better structure. The nitrogen in the ring has been protonated and it now bears a positive formal charge. Chloride ion is the counter ion."
Where can I find a downloadable spreadsheet of element properties?,https://chemistry.stackexchange.com/questions/2793/where-can-i-find-a-downloadable-spreadsheet-of-element-properties,17k,"Well, here's a CSV file that I parsed out of the JSON data provided by Paul Nathan's website, which in turn was produced from gPeriodic data in response to this question. gPeriodic is FOSS, so I can only assume that the element data contained within is good to share, though I have no idea of its provenance.
The parser uses the python json module to read the data, which I then wrote into comma separated values, which should be readable by any halfway competent spreadsheet program.
Here it is: Pastebin Link
save it as elementdata.csv and you're good to go.
Some gotchas:

This reproduces the gPeriodic data, warts and all. I make no guarantees regarding its correctness, recency, etc. I just munged the data.
Some of the data is augmented with tildes, notes about temperature/polymorph/state etc. I've left these as they are but you may need to trim them if you want to plot them as numeric values.
Argon had an atomic radius of '2-', whatever that means. I cut it.
Excel is joke software and habitually interprets numbers wrapped in parentheses as negatives, because apparently some accountants decided that surrounding numbers in parens is a more sensible option than using a minus sign. Needless to say, this is wrong. I've addressed the problem by wrapping the affected numbers in angle brackets.
There are no ionic radii in the source data. At all. Not my fault.
The columns inherit the units of the source data. I've left the units out on purpose because I wanted each column to have no spaces in the name for ease of processing in R or whatever. Furthermore, the units in the source file have some inconvenient characters from an encoding perspective.

Tried plotting Z versus covalent radius in R from this data - looks alright:

Some of the data points are missing, some are not read by R because they are wrapped in <> - pre-process to your heart's content."
What causes the really bad smell of rotten potatoes?,https://chemistry.stackexchange.com/questions/24035/what-causes-the-really-bad-smell-of-rotten-potatoes,84k,"My first guess was that it was putrescine and other polyamines---but the smell of putrefying potatoes actually comes from methyl mercaptan,  dimethyl sulfide, and dimethyl trisulfide. Check it:

Source: A. Kamiya, Y. Ose, Study on offensive odor (Report IV): A Consideration of Putrefaction and Offensive Odor of Solid Waste, Journal of Japan Society of Air Pollution, 18(5), 1983, pp  453-463.
Notice that the headspace composition changes quite a bit with time. Most of the headspace chromatography studies I found dealt with early detection of disease organisms in infected potatoes, rather than potatoes in full putrefaction mode. You'll also find many references to solanine poisoning from potatoes; solanine is a toxic glycoalkaloid, is nonvolatile, and has nothing at all to do with the foul smell and toxic gas produced by putrid potatoes.
Methyl mercaptan ($\rm CH_3SH$) has an odor described as ""rotting cabbage"" by ATDSR; it's one of the major contributors to the smell of farts (oh, sorry, ""flatus"" if we're being polite). It has an odor detection threshold as low as 1 ppb. 
Dimethyl sulfide ($\rm (CH_3)_2S$) is responsible for the smell of the sea (in low concentrations); it too has a cabbagy smell. 
Dimethyl trisulfide ($\rm CH_3SSSCH_3$) is present in relatively smaller amounts but it has an even stronger odor. The detection threshold is around 1 part per trillion, and it is apparently a strong insect attractant. 
The gases produced by rotting potatoes are quite toxic (see Rotting potatoes in basement kill four members of Russian family).  
(To keep the notes below in context, in my original answer I said that a plot point in ""The Walking Dead"" was that zombies couldn't smell delicious humans if they were wearing coats smeared with rotting flesh. I suggested that when the zombie apocalypse arrives, packing your pockets with putrid potatoes might work, too. Now I'm not so sure. Can zombies distinguish between polyamines and sulfur compounds? Perhaps they're stench connoisseurs.)"
Why does solubility of solids sometimes decrease with temperature increase?,https://chemistry.stackexchange.com/questions/31020/why-does-solubility-of-solids-sometimes-decrease-with-temperature-increase,28k,"In short, for this group 2 hydroxide crystal, the dissolution and solvation process is an exothermic equilibrium. Increasing the temperature drives the reaction in the reverse, favouring crystallisation! 
However, it would be nice to rationalise some of these terms, so I will lay out a very brief overview of general solubility factors so you can understand the process in a little more detail. 
Solubility is a complex thermodynamic process that takes many factors into account. It can be understood as the process of dissolving a crystal in a solvent, and then forming a solvent cage around the solute (solvation). It is a function of three interactions at heart;

solute-solute
solute-solvent 
solvent-solvent 

Large solute-solute interactions hinder solubility and are associated with high lattice enthalpies (of crystalline solutes), these must be overcome in order to break up the solid and dissolve it. Solvent-solvent interactions must also be overcome in order to solvate the dissolved solute, therefore for a highly interacting solvent the solubility is reduced. 
The formation of ordered solvent structures such as clathrin cages etc orders the solvent, and therefore reduces solvent entropy significantly. Therefore solvents with high degrees of freedom hinder solubility. 
Solute entropy favours solvation, this reflects the higher solubility of flexible molecules, this is because in the solid they are all locked up, while in solution their rotational and vibrational modes are populated. 
In addition to these if the solute has multiple ionic forms then the solubility will be a function of pH too, so must be held constant in practice. The surface profile of the solid too, as well as the extent of cavitation and porosity are also key factors (since they affect the number of solvent-solute interactions possible). 
Importantly the type of solvent into which you are trying to dissolve your crystal in is also of fundamental importance! The rule ""like dissolves like"" is best understood by the (semi-empirical) general solubility equation, 
\begin{equation}
\log S =\frac 12-0.05 (T_m-T)-\log P
\end{equation}
A large partition coefficient (the ratio of how soluble the crystal is in organic solvent to aqueous solvent) reduces the solubility, (and mathematically since $\log x$ follows $x$ in limits). 
To further complicate the situation there are several definitions of solubility that we can take. In practice we choose intrinsic aqueous solubility, mainly used for high throughput and speed in drug development.
Solubility is really an experimentalists tool for parametrising the extent of Gibbs energy for the dissolving-solvation process, which in turn is usually modelled by complex thermodynamic cycles via gas phase species or super cooled liquids. Modern research into solubility focuses on finding either molecular descriptors through random forest/QSPR or support vector models etc (which are all just number crunching techniques to find correlations between large sets of data) or through fundamental physics and chemistry of the process. 
\begin{equation}
\log S=\frac{(-\Delta G_{sol}/RT)}{\ln 10}
\end{equation}
So we understand solubility as an equilibrium constant for the Gibbs change of the solvation process (whatever particular cycle you use to get that data). 
Now that we know something about solubility we can ask ourselves, under what conditions does increasing the temperature reduce solubility? 
In practice the temperature can effect the entropic term, but also the enthalpies of the crystal lattices, the heats given out by the solute-solvent interactions etc. It is the balance of these process that determines the solubility of something.  
In your case we are observing a calcium hydroxide crystal dissolve in aqueous solvent. As we increase the temperature the solubility decreases. There is an equilibrium between crystallisation and (dissolution + solvation). Increasing the temperature is shifting that equilibrium to favour the crystallisation rather than (as we crudely expect) in the forward. This is simply an enthalpic term, due to the solvation process being an exothermic process, increasing the temperature drives the equilibrium in the reverse by Le Chatlier's principle.  
Hope that is a bit clearer, and that you now understand some of the ideas behind solubility. :)"
Is KF the most ionic compound?,https://chemistry.stackexchange.com/questions/17064/is-kf-the-most-ionic-compound,18k,"Yes, this is a subtle thing.
Using the Pauling electronegativities, one would expect CsF to have the larger electronegativity difference (3.2). So in principal, it should be ""more ionic.""
Unfortunately, an ionic bond requires separating charge, so $\ce{Cs+F-}$. The problem is that $\ce{Cs+}$ is much larger than $\ce{K+}$ and so the dipole moment for a fully ionic $\ce{Cs+F-}$ would be much larger.
We find that the charge isn't fully separated, likely because of the need to stabilize the large dipole moment.
So some people plot a curve of ""% ionic character"" as determined by the actual dipole moment vs. the expected dipole moment (i.e, full charge separation). We find that this curve reaches a limit ~75-85% ionic character.
IIRC, I think on that basis LiF is more Ionic than KF.

For more, I really like Bruce Robinson's lecture notes:
http://courses.washington.edu/bhrchem/c152/Lec23.pdf via the Internet Archive"
